date,Appliances,lag_1,is_night,hour,lights,T2,time_of_day,T_indoor_avg,T3,T6,T1
2016-01-13 06:00:00,20,20.0,0,6,0,18.2,0,16.367777778333334,19.92666667,5.56,18.89
2016-01-13 06:10:00,50,20.0,0,6,0,18.2,0,16.356944443333333,19.89,5.59,18.865
2016-01-13 06:20:00,30,50.0,0,6,10,18.2,0,16.314166666666665,19.815,5.59,18.79
2016-01-13 06:30:00,50,30.0,0,6,10,18.2,0,16.327777778333335,19.73,5.59,18.89
2016-01-13 06:40:00,50,50.0,0,6,10,18.17272727,0,16.588787878333335,19.7,5.53,18.89
2016-01-13 06:50:00,200,50.0,0,6,0,18.18181818,0,16.57530303,19.7,5.53,18.89
2016-01-13 07:00:00,110,200.0,0,7,10,18.15,0,16.597777778333334,19.6,5.59,18.89
2016-01-13 07:10:00,80,110.0,0,7,10,18.1,0,16.693888888333337,19.53333333,5.59,18.79
2016-01-13 07:20:00,50,80.0,0,7,0,18.1,0,16.611666666666668,19.5,5.59,18.79
2016-01-13 07:30:00,50,50.0,0,7,0,18.05,0,16.535,19.5,5.59,18.79
2016-01-13 07:40:00,50,50.0,0,7,0,18.1,0,16.486388888333334,19.5,5.59,18.79
2016-01-13 07:50:00,40,50.0,0,7,0,18.1,0,16.46166666666667,19.5,5.59,18.79
2016-01-13 08:00:00,40,40.0,0,8,0,18.0,0,16.421111111666665,19.5,5.59,18.79
2016-01-13 08:10:00,30,40.0,0,8,0,18.0,0,16.41,19.5,5.59,18.79
2016-01-13 08:20:00,180,30.0,0,8,20,18.0,0,16.39375,19.5,5.56,18.79
2016-01-13 08:30:00,350,180.0,0,8,30,18.0,0,16.357777778333332,19.42666667,5.5,18.79
2016-01-13 08:40:00,350,350.0,0,8,20,18.0,0,16.390555556166667,19.39,5.466666667,18.79
2016-01-13 08:50:00,300,350.0,0,8,30,18.0,0,16.443888888333337,19.39,5.4,18.79
2016-01-13 09:00:00,400,300.0,0,9,20,18.06666667,0,16.522222223333333,19.39,5.5,18.85666667
2016-01-13 09:10:00,390,400.0,0,9,30,18.13333333,0,16.622777776666666,19.46333333,5.5,18.89
2016-01-13 09:20:00,290,390.0,0,9,30,18.26,0,16.71236111166667,19.5,5.59,18.9975
2016-01-13 09:30:00,60,290.0,0,9,30,18.32333333,0,16.785555555000002,19.5,5.59,19.1
2016-01-13 09:40:00,70,60.0,0,9,20,18.46333333,0,16.818888888333333,19.42666667,5.59,19.13333333
2016-01-13 09:50:00,110,70.0,0,9,30,18.53333333,0,16.831111110000002,19.46333333,5.59,19.2
2016-01-13 10:00:00,90,110.0,0,10,20,18.6,0,16.79,19.39,5.45,19.2
2016-01-13 10:10:00,60,90.0,0,10,20,18.6,0,16.797222221666665,19.39,5.53,19.2
2016-01-13 10:20:00,70,60.0,0,10,20,18.66666667,0,16.8294444445,19.46333333,5.656666667,19.2
2016-01-13 10:30:00,80,70.0,0,10,20,18.7,0,16.844444444500002,19.5,5.726666667,19.2
2016-01-13 10:40:00,60,80.0,0,10,0,18.76,0,16.874444444500003,19.5,5.866666667,19.23
2016-01-13 10:50:00,40,60.0,0,10,10,18.79,0,16.877222223333334,19.5,5.9,19.29
2016-01-13 11:00:00,30,40.0,0,11,10,18.79,0,16.854444445,19.5,5.9,19.29
2016-01-13 11:10:00,70,30.0,0,11,10,18.7,0,16.8005555555,19.39,5.933333333,19.23
2016-01-13 11:20:00,50,70.0,0,11,10,18.7,0,16.80666666666667,19.39,6.06,19.29
2016-01-13 11:30:00,80,50.0,0,11,10,18.7,0,16.817222221166666,19.32333333,6.226666667,19.29
2016-01-13 11:40:00,80,80.0,0,11,10,18.7,0,16.82,19.39,6.3,19.2
2016-01-13 11:50:00,50,80.0,0,11,0,18.63333333,0,16.842222221666667,19.39,6.53,19.2
2016-01-13 12:00:00,40,50.0,0,12,0,18.6,1,16.852222222833333,19.39,6.656666667,19.2
2016-01-13 12:10:00,50,40.0,0,12,0,18.6,1,16.841666666166667,19.46333333,6.726666667,19.2
2016-01-13 12:20:00,40,50.0,0,12,0,18.5,1,16.8299999995,19.39,6.866666667,19.2
2016-01-13 12:30:00,40,40.0,0,12,0,18.5,1,16.813333333333336,19.39,6.8,19.2
2016-01-13 12:40:00,50,40.0,0,12,0,18.5,1,16.7924999995,19.365,6.866666667,19.13333333
2016-01-13 12:50:00,30,50.0,0,12,0,18.5,1,16.826388889999997,19.35666667,7.045,19.16666667
2016-01-13 13:00:00,30,30.0,0,13,0,18.5,1,16.7705555555,19.29,6.933333333,19.1
2016-01-13 13:10:00,20,30.0,0,13,0,18.5,1,16.753888888833334,19.29,6.933333333,19.1
2016-01-13 13:20:00,20,20.0,0,13,0,18.46333333,1,16.753333333333334,19.29,7.0,19.1
2016-01-13 13:30:00,50,20.0,0,13,0,18.39,1,16.745555556166668,19.29,7.126666667,19.06666667
2016-01-13 13:40:00,40,50.0,0,13,0,18.39,1,16.745,19.29,7.19,19.0
2016-01-13 13:50:00,50,40.0,0,13,0,18.39,1,16.702777777833333,19.23,6.996666667,19.0
2016-01-13 14:00:00,40,50.0,0,14,0,18.39,1,16.6194444445,19.26,6.466666667,19.0
2016-01-13 14:10:00,60,40.0,0,14,0,18.39,1,16.5705555555,19.2,6.333333333,19.0
2016-01-13 14:20:00,40,60.0,0,14,0,18.39,1,16.606666666666666,19.26,6.6,19.0
2016-01-13 14:30:00,40,40.0,0,14,0,18.39,1,16.662222222166665,19.26,6.933333333,19.0
2016-01-13 14:40:00,50,40.0,0,14,0,18.39,1,16.72722222216667,19.29,7.293333333,19.0
2016-01-13 14:50:00,40,50.0,0,14,0,18.42666667,1,16.81222222166667,19.29,7.7,19.03333333
2016-01-13 15:00:00,40,40.0,0,15,0,18.5,1,16.880000000000003,19.29,7.9,19.1
2016-01-13 15:10:00,30,40.0,0,15,0,18.5,1,16.874444443833333,19.29,7.833333333,19.13333333
2016-01-13 15:20:00,30,30.0,0,15,0,18.5,1,16.89111111116667,19.29,7.866666667,19.2
2016-01-13 15:30:00,30,30.0,0,15,0,18.63333333,1,16.906666666166668,19.35666667,7.726666667,19.2
2016-01-13 15:40:00,40,30.0,0,15,0,18.7,1,16.922916666666666,19.29,7.69,19.2675
2016-01-13 15:50:00,80,40.0,0,15,0,18.73,1,16.936111111166664,19.29,7.626666667,19.29
2016-01-13 16:00:00,70,80.0,0,16,0,18.79,1,16.930555555499996,19.29,7.433333333,19.39
2016-01-13 16:10:00,80,70.0,0,16,0,18.79,1,16.884444444499998,19.29,7.156666667,19.39
2016-01-13 16:20:00,70,80.0,0,16,0,18.79,1,16.863333333333333,19.29,7.03,19.39
2016-01-13 16:30:00,80,70.0,0,16,0,18.79,1,16.793333333333333,19.29,6.7,19.39
2016-01-13 16:40:00,80,80.0,0,16,0,18.79,1,16.715555554500003,19.29,6.366666667,19.32333333
2016-01-13 16:50:00,100,80.0,0,16,0,18.7,1,16.61722222216667,19.29,5.933333333,19.39
2016-01-13 17:00:00,90,100.0,0,17,0,18.7,1,16.560555556666667,19.29,5.66,19.35666667
2016-01-13 17:10:00,100,90.0,0,17,10,18.7,1,16.48333333333333,19.29,5.33,19.29
2016-01-13 17:20:00,90,100.0,0,17,0,18.7,1,16.438888888833333,19.29,5.063333333,19.29
2016-01-13 17:30:00,110,90.0,0,17,0,18.7,1,16.366111111166664,19.29,4.626666667,19.29
2016-01-13 17:40:00,90,110.0,0,17,10,18.7,1,16.304444444499996,19.29,4.366666667,19.29
2016-01-13 17:50:00,100,90.0,0,17,0,18.7,1,16.23777777783333,19.29,3.966666667,19.29
2016-01-13 18:00:00,100,100.0,0,18,10,18.7,2,16.214444444499996,19.29,3.826666667,19.29
2016-01-13 18:10:00,110,100.0,0,18,0,18.7,2,16.1761111105,19.23,3.723333333,19.29
2016-01-13 18:20:00,100,110.0,0,18,10,18.7,2,16.115,19.23,3.42,19.26
2016-01-13 18:30:00,90,100.0,0,18,10,18.7,2,16.066111111166663,19.2,3.156666667,19.26
2016-01-13 18:40:00,90,90.0,0,18,10,18.7,2,16.012222222166667,19.2,2.863333333,19.29
2016-01-13 18:50:00,180,90.0,0,18,10,18.7,2,15.967777777833334,19.2,2.656666667,19.29
2016-01-13 19:00:00,140,180.0,0,19,0,18.79,2,15.946111111166667,19.2,2.466666667,19.29
2016-01-13 19:10:00,100,140.0,0,19,10,18.79,2,15.945555555000004,19.2,2.4,19.32333333
2016-01-13 19:20:00,110,100.0,0,19,20,18.82333333,2,15.947777777166666,19.29,2.223333333,19.39
2016-01-13 19:30:00,340,110.0,0,19,20,18.82333333,2,15.905555555,19.29,2.03,19.39
2016-01-13 19:40:00,380,340.0,0,19,20,18.89,2,16.0444444455,19.29,1.863333333,19.39
2016-01-13 19:50:00,210,380.0,0,19,30,18.89,2,15.975555555000001,19.29,1.79,19.39
2016-01-13 20:00:00,150,210.0,0,20,20,19.0,2,15.943888888333333,19.2,1.7,19.46333333
2016-01-13 20:10:00,330,150.0,0,20,20,19.0,2,15.955555555000002,19.2,1.7,19.5
2016-01-13 20:20:00,420,330.0,0,20,20,19.0,2,16.0655555555,19.2,1.633333333,19.5
2016-01-13 20:30:00,330,420.0,0,20,20,19.0,2,16.288888887166667,19.2,1.633333333,19.53333333
2016-01-13 20:40:00,130,330.0,0,20,20,19.1,2,16.255555555,19.2,1.6,19.6
2016-01-13 20:50:00,130,130.0,0,20,20,19.1,2,16.265,19.2,1.6,19.6
2016-01-13 21:00:00,110,130.0,0,21,20,19.16666667,2,16.228055556666668,19.2,1.445,19.6
2016-01-13 21:10:00,250,110.0,0,21,10,19.13333333,2,16.205555555,19.2,1.5,19.6
2016-01-13 21:20:00,520,250.0,0,21,0,19.13333333,2,16.1655555545,19.13333333,1.426666667,19.6
2016-01-13 21:30:00,360,520.0,0,21,0,19.1,2,16.247222223333335,19.26,1.29,19.6
2016-01-13 21:40:00,330,360.0,0,21,0,19.1,2,16.365555556666667,19.59666667,1.23,19.6
2016-01-13 21:50:00,310,330.0,0,21,0,19.1,2,16.392222222833336,19.93,1.166666667,19.6
2016-01-13 22:00:00,270,310.0,0,22,0,19.1,3,16.477222221666665,20.35,1.1,19.6
2016-01-13 22:10:00,230,270.0,0,22,0,19.06666667,3,16.5311111105,20.63333333,1.133333333,19.6
2016-01-13 22:20:00,170,230.0,0,22,10,19.0,3,16.539444445000004,20.76,1.26,19.6
2016-01-13 22:30:00,60,170.0,0,22,0,19.0,3,16.57111111116667,21.06666667,1.426666667,19.6
2016-01-13 22:40:00,30,60.0,0,22,0,19.0,3,16.557499999500003,21.2,1.566666667,19.5
2016-01-13 22:50:00,30,30.0,0,22,0,18.96333333,3,16.525,21.06666667,1.73,19.5
2016-01-13 23:00:00,30,30.0,0,23,0,18.89,3,16.47416666666667,20.86,1.79,19.5
2016-01-13 23:10:00,40,30.0,0,23,0,18.89,3,16.419444445499998,20.66666667,1.933333333,19.42666667
2016-01-13 23:20:00,50,40.0,0,23,0,18.82333333,3,16.373888887166668,20.6,1.933333333,19.39
2016-01-13 23:30:00,50,50.0,0,23,0,18.79,3,16.328333333333333,20.5,1.9,19.39
2016-01-13 23:40:00,40,50.0,0,23,0,18.79,3,16.298333335000002,20.42666667,1.9,19.35666667
2016-01-13 23:50:00,40,40.0,0,23,0,18.7,3,16.231111111166665,20.39,1.826666667,19.29
2016-01-14 00:00:00,50,40.0,1,0,0,18.7,3,16.187777777833332,20.32333333,1.666666667,19.29
2016-01-14 00:10:00,50,50.0,1,0,0,18.63333333,3,16.143888888333333,20.26,1.6,19.29
2016-01-14 00:20:00,40,50.0,1,0,0,18.6,3,16.0755555555,20.2,1.463333333,19.2
2016-01-14 00:30:00,60,40.0,1,0,0,18.6,3,16.048333333333336,20.2,1.39,19.2
2016-01-14 00:40:00,40,60.0,1,0,0,18.6,3,16.0611111105,20.2,1.533333333,19.2
2016-01-14 00:50:00,40,40.0,1,0,0,18.53333333,3,16.038888888333332,20.16666667,1.6,19.13333333
2016-01-14 01:00:00,50,40.0,1,1,0,18.5,3,16.038333333333334,20.1,1.73,19.1
2016-01-14 01:10:00,40,50.0,1,1,0,18.5,3,16.020555555,20.1,1.79,19.1
2016-01-14 01:20:00,30,40.0,1,1,0,18.46333333,3,16.010555555,20.0,1.9,19.1
2016-01-14 01:30:00,30,30.0,1,1,0,18.39,3,15.984444444500001,20.0,2.026666667,19.0
2016-01-14 01:40:00,30,30.0,1,1,0,18.39,3,15.977777776666668,19.96333333,2.09,19.0
2016-01-14 01:50:00,40,30.0,1,1,0,18.39,3,15.965555555000002,19.89,2.09,19.0
2016-01-14 02:00:00,40,40.0,1,2,0,18.29,3,15.945,19.89,2.2,19.0
2016-01-14 02:10:00,50,40.0,1,2,0,18.29,3,15.948888888333336,19.89,2.26,18.96333333
2016-01-14 02:20:00,40,50.0,1,2,0,18.29,3,15.975833333333332,19.89,2.495,18.89
2016-01-14 02:30:00,40,40.0,1,2,0,18.29,3,15.975555555000001,19.82333333,2.73,18.89
2016-01-14 02:40:00,40,40.0,1,2,0,18.2,3,15.983333333333334,19.85666667,2.79,18.89
2016-01-14 02:50:00,50,40.0,1,2,0,18.2,3,15.955555555499998,19.79,2.863333333,18.79
2016-01-14 03:00:00,50,50.0,1,3,0,18.2,3,15.943333333333333,19.79,2.79,18.79
2016-01-14 03:10:00,50,50.0,1,3,0,18.2,3,15.967222222166663,19.79,2.933333333,18.79
2016-01-14 03:20:00,40,50.0,1,3,0,18.13333333,3,15.967222221666667,19.79,3.0,18.79
2016-01-14 03:30:00,50,40.0,1,3,0,18.1,3,15.955,19.79,3.09,18.76
2016-01-14 03:40:00,40,50.0,1,3,0,18.1,3,15.928333333333333,19.79,3.09,18.7
2016-01-14 03:50:00,40,40.0,1,3,0,18.1,3,15.923333333333332,19.79,3.06,18.7
2016-01-14 04:00:00,20,40.0,1,4,0,18.03333333,3,15.906666666666668,19.79,3.06,18.7
2016-01-14 04:10:00,30,20.0,1,4,0,18.1,3,15.885416666666666,19.7225,3.0,18.7
2016-01-14 04:20:00,30,30.0,1,4,0,18.1,3,15.881666666666666,19.7,3.0,18.7
2016-01-14 04:30:00,40,30.0,1,4,0,18.0,3,15.864444444999998,19.7,3.03,18.66666667
2016-01-14 04:40:00,50,40.0,1,4,0,18.0,3,15.847222221666668,19.7,3.09,18.6
2016-01-14 04:50:00,40,50.0,1,4,0,18.0,3,15.842222221666667,19.7,3.09,18.6
2016-01-14 05:00:00,40,40.0,1,5,0,18.0,3,15.839166666666666,19.7,3.09,18.6
2016-01-14 05:10:00,50,40.0,1,5,0,17.96333333,3,15.823888888333336,19.7,3.09,18.6
2016-01-14 05:20:00,40,50.0,1,5,0,17.89,3,15.811666666666667,19.7,3.09,18.6
2016-01-14 05:30:00,50,40.0,1,5,0,17.89,3,15.79222222166667,19.7,3.09,18.53333333
2016-01-14 05:40:00,50,50.0,1,5,0,17.89,3,15.7944444445,19.76,3.126666667,18.5
2016-01-14 05:50:00,40,50.0,1,5,0,17.89,3,15.816111111666666,19.79,3.26,18.5
2016-01-14 06:00:00,50,40.0,0,6,0,17.89,0,15.856111111666666,19.79,3.5,18.5
2016-01-14 06:10:00,40,50.0,0,6,0,17.79,0,15.849444445000001,19.79,3.56,18.5
2016-01-14 06:20:00,40,40.0,0,6,0,17.84,0,15.868888888333332,19.79,3.73,18.46333333
2016-01-14 06:30:00,40,40.0,0,6,0,17.79,0,15.858333333333333,19.79,3.79,18.39
2016-01-14 06:40:00,40,40.0,0,6,0,17.79,0,15.876666666666665,19.79,3.9,18.39
2016-01-14 06:50:00,30,40.0,0,6,10,17.79,0,15.876666666666665,19.79,3.9,18.39
2016-01-14 07:00:00,70,30.0,0,7,10,17.79,0,15.853888888833332,19.79,3.863333333,18.39
2016-01-14 07:10:00,360,70.0,0,7,20,17.79,0,15.836666666666666,19.76,3.79,18.39
2016-01-14 07:20:00,400,360.0,0,7,10,17.79,0,15.837777778333335,19.7,3.79,18.39
2016-01-14 07:30:00,70,400.0,0,7,10,17.79,0,15.872222221666668,19.63333333,3.79,18.39
2016-01-14 07:40:00,70,70.0,0,7,0,17.79,0,15.921666666666669,19.6,3.79,18.39
2016-01-14 07:50:00,390,70.0,0,7,0,17.79,0,15.915555555000003,19.53333333,3.79,18.39
2016-01-14 08:00:00,100,390.0,0,8,0,17.76,0,15.905000000000001,19.5,3.79,18.39
2016-01-14 08:10:00,80,100.0,0,8,10,17.7,0,15.885000000000003,19.5,3.79,18.39
2016-01-14 08:20:00,70,80.0,0,8,0,17.7,0,15.886111110500002,19.46333333,3.863333333,18.39
2016-01-14 08:30:00,170,70.0,0,8,10,17.7,0,15.86166666666667,19.39,3.79,18.39
2016-01-14 08:40:00,360,170.0,0,8,0,17.7,0,15.837777778333333,19.35666667,3.73,18.39
2016-01-14 08:50:00,180,360.0,0,8,10,17.7,0,15.713333333333333,19.29,3.1,18.39
2016-01-14 09:00:00,130,180.0,0,9,0,17.79,0,15.672777777833332,19.29,2.766666667,18.39
2016-01-14 09:10:00,70,130.0,0,9,20,17.79,0,15.638888889999999,19.29,2.5,18.42666667
2016-01-14 09:20:00,70,70.0,0,9,10,17.92666667,0,15.656666667166666,19.29,2.433333333,18.5
2016-01-14 09:30:00,180,70.0,0,9,20,18.025,0,15.6780555555,19.29,2.363333333,18.53333333
2016-01-14 09:40:00,170,180.0,0,9,20,18.1,0,15.674444445,19.16666667,2.29,18.53333333
2016-01-14 09:50:00,390,170.0,0,9,30,18.23,0,15.730555555,19.16666667,2.29,18.6
2016-01-14 10:00:00,420,390.0,0,10,20,18.29,0,15.779444445000003,19.23,2.29,18.66666667
2016-01-14 10:10:00,340,420.0,0,10,20,18.39,0,15.811666666666667,19.29,2.29,18.7
2016-01-14 10:20:00,550,340.0,0,10,10,18.39,0,15.788333333333336,19.26,2.29,18.7
2016-01-14 10:30:00,690,550.0,0,10,10,18.5,0,15.838888888333335,19.32,2.4,18.79
2016-01-14 10:40:00,620,690.0,0,10,10,18.56666667,0,15.917222222166666,19.69333333,2.433333333,18.79
2016-01-14 10:50:00,610,620.0,0,10,10,18.63333333,0,16.023888888333335,20.19666667,2.5,18.82333333
2016-01-14 11:00:00,490,610.0,0,11,10,18.7,0,16.138472222833332,20.59666667,2.626666667,18.9175
2016-01-14 11:10:00,260,490.0,0,11,20,18.82333333,0,16.25111111,20.99333333,2.7,19.0
2016-01-14 11:20:00,240,260.0,0,11,10,18.89,0,16.355555556166667,21.32666667,2.826666667,19.1
2016-01-14 11:30:00,220,240.0,0,11,10,19.03333333,0,16.481666666166667,21.63333333,2.966666667,19.16666667
2016-01-14 11:40:00,130,220.0,0,11,10,19.16666667,0,16.5738888895,21.76,3.066666667,19.36
2016-01-14 11:50:00,90,130.0,0,11,10,19.32333333,0,16.654999999999998,21.79,3.26,19.56666667
2016-01-14 12:00:00,290,90.0,0,12,10,19.46333333,1,16.730555555500004,21.73,3.433333333,19.73
2016-01-14 12:10:00,410,290.0,0,12,0,19.63333333,1,16.799444445000002,21.56666667,3.5,19.99666667
2016-01-14 12:20:00,320,410.0,0,12,0,19.7,1,16.832777778333334,21.56666667,3.53,20.1
2016-01-14 12:30:00,260,320.0,0,12,0,19.79,1,16.907777778333337,21.86,3.53,20.16666667
2016-01-14 12:40:00,210,260.0,0,12,0,19.8925,1,16.9693055555,22.06666667,3.433333333,20.36
2016-01-14 12:50:00,210,210.0,0,12,0,20.06666667,1,17.047777778833336,22.23,3.433333333,20.56666667
